datetime,usage_kw,ac_kw,refrigerator_kw,kitchen_kw,ups_kw,wp_kw,wd_kw,br_kw,house_id,hour,day_of_week,month,is_weekend,season,daily_kwh,usage_lag_1h,usage_lag_24h,usage_roll_24h,usage_roll_7d
2018-07-16 00:00:00,2.1413066666666665,0.6029983333333334,0.0,0.22823833333333335,0.20342166666666667,0.0,0.0,0.0,House1,0,0,7,0,summer,54.85457666666667,1.91698,2.2654833333333335,1.7486255555555552,1.7692998666666666
2018-07-16 01:00:00,2.1453333333333333,0.9888399999999999,0.0,0.19153,0.18148,0.0,0.0,0.0,House1,1,0,7,0,summer,54.85457666666667,2.1413066666666665,1.6431466666666668,1.76955,1.7837626923076924
2018-07-16 02:00:00,1.4522133333333334,0.285215,0.0,0.18184833333333333,0.21080500000000002,0.0,0.0,0.0,House1,2,0,7,0,summer,54.85457666666667,2.1453333333333333,1.40867,1.7713643055555555,1.7714830864197533
2018-07-16 03:00:00,1.443385,0.26168833333333336,0.0,0.191755,0.21182833333333334,0.0,0.0,0.0,House1,3,0,7,0,summer,54.85457666666667,1.4522133333333334,1.3903299999999998,1.7735749305555555,1.7597652976190477
2018-07-16 04:00:00,1.475815,0.25959000000000004,0.0,0.18886333333333333,0.26482666666666665,0.0,0.0,0.0,House1,4,0,7,0,summer,54.85457666666667,1.443385,1.3329566666666668,1.7795273611111109,1.749973908045977
2018-07-16 05:00:00,1.3659833333333333,0.26849,0.0,0.18277833333333332,0.2667083333333334,0.0,0.0,0.0,House1,5,0,7,0,summer,54.85457666666667,1.475815,1.3596883333333334,1.7797896527777777,1.7371742222222222
2018-07-16 06:00:00,1.274635,0.23830166666666666,0.0,0.11983,0.22103333333333333,0.0,0.0,0.0,House1,6,0,7,0,summer,54.85457666666667,1.3659833333333333,1.1350816666666668,1.7856043750000001,1.7222536021505377
2018-07-16 07:00:00,0.997185,0.009241666666666667,0.0,0.1963116666666667,0.19656500000000002,0.0,0.0,0.0,House1,7,0,7,0,summer,54.85457666666667,1.274635,0.988745,1.7859560416666664,1.6995952083333332
2018-07-16 08:00:00,0.8602650000000001,0.01199,0.0,0.23756000000000002,0.20977666666666667,0.0,0.0,0.0,House1,8,0,7,0,summer,54.85457666666667,0.997185,0.8057633333333333,1.7882269444444445,1.6741609595959597
2018-07-16 09:00:00,1.1652833333333334,0.01302,0.0,0.24985333333333332,0.2787516666666667,0.0,0.0,0.0,House1,9,0,7,0,summer,54.85457666666667,0.8602650000000001,0.907455,1.7989697916666667,1.6591939705882353
2018-07-16 10:00:00,1.3084683333333333,0.16964666666666664,0.0,0.25450833333333334,0.20558333333333334,0.0,0.0,0.0,House1,10,0,7,0,summer,54.85457666666667,1.1652833333333334,1.251355,1.8013495138888889,1.6491732380952382
2018-07-16 11:00:00,2.82729,1.4983183333333334,0.0,0.21880333333333332,0.20023833333333335,0.0,0.0,0.0,House1,11,0,7,0,summer,54.85457666666667,1.3084683333333333,2.3122833333333332,1.822808125,1.6818987037037036
2018-07-16 12:00:00,2.7616533333333333,1.5090499999999998,0.0,0.159885,0.20530833333333334,0.0,0.0,0.0,House1,12,0,7,0,summer,54.85457666666667,2.82729,1.3375866666666667,1.8821442361111111,1.7110812612612611
2018-07-16 13:00:00,2.8758966666666668,1.5883366666666667,0.0,0.15744999999999998,0.21503333333333333,0.0,0.0,0.0,House1,13,0,7,0,summer,54.85457666666667,2.7616533333333333,1.4662916666666668,1.9408777777777777,1.7417342982456139
2018-07-16 14:00:00,2.872155,1.600965,0.0,0.14945,0.21627333333333335,0.0,0.0,0.0,House1,14,0,7,0,summer,54.85457666666667,2.8758966666666668,1.4937083333333334,1.9983130555555555,1.7707194444444445
2018-07-16 15:00:00,2.7376050000000003,1.5600966666666667,0.0,0.14422666666666667,0.21110333333333334,0.0,0.0,0.0,House1,15,0,7,0,summer,54.85457666666667,2.872155,2.1538983333333332,2.0226341666666667,1.7948915833333334
2018-07-16 16:00:00,2.900723333333333,1.606925,0.0,0.182985,0.22012,0.0,0.0,0.0,House1,16,0,7,0,summer,54.85457666666667,2.7376050000000003,2.452563333333333,2.0413075,1.8218630894308943
2018-07-16 17:00:00,2.919433333333333,1.618585,0.0,0.24474333333333334,0.22705333333333336,0.0,0.0,0.0,House1,17,0,7,0,summer,54.85457666666667,2.900723333333333,1.3109016666666666,2.1083296527777775,1.8479957142857142
2018-07-16 18:00:00,2.9669433333333335,1.5619416666666666,0.0,0.28158333333333335,0.22712833333333335,0.0,0.0,0.0,House1,18,0,7,0,summer,54.85457666666667,2.919433333333333,1.354445,2.1755170833333333,1.8740177519379844
2018-07-16 19:00:00,3.274391666666667,1.5695483333333333,0.0,0.2863266666666667,0.2698483333333333,0.0,0.0,0.0,House1,19,0,7,0,summer,54.85457666666667,2.9669433333333335,1.9486916666666665,2.2307545833333333,1.905844431818182
2018-07-16 20:00:00,4.373516666666666,2.4390133333333335,0.0,0.31583666666666665,0.26393666666666665,0.0,0.0,0.0,House1,20,0,7,0,summer,54.85457666666667,3.274391666666667,3.6485399999999997,2.2609619444444444,1.9606815925925927
2018-07-16 21:00:00,3.4368649999999996,1.5053816666666664,0.0,0.22237,0.3029016666666667,0.0,0.0,0.0,House1,21,0,7,0,summer,54.85457666666667,4.373516666666666,3.548691666666667,2.2563025,1.992772536231884
2018-07-16 22:00:00,3.304116666666667,1.478035,0.0,0.22967666666666667,0.24450833333333336,0.0,0.0,0.0,House1,22,0,7,0,summer,54.85457666666667,3.4368649999999996,2.6579333333333333,2.2832268055555556,2.020673475177305
