datetime,usage_kw,ac_kw,refrigerator_kw,kitchen_kw,ups_kw,wp_kw,wd_kw,br_kw,house_id,hour,day_of_week,month,is_weekend,season,daily_kwh,usage_lag_1h,usage_lag_24h,usage_roll_24h,usage_roll_7d
2018-06-02 00:00:00,0.6621216666666666,0.00019166666666666667,0.6605283333333334,0.0,0.0011616666666666665,0.0,0.0,0.0,House8,0,5,6,1,summer,20.708541666666665,0.34034166666666665,0.4679,0.4317278472222222,0.43317473333333334
2018-06-02 01:00:00,0.818355,0.00013333333333333334,0.8167399999999999,0.0,0.0014416666666666666,0.0,0.0,0.0,House8,1,5,6,1,summer,20.708541666666665,0.6621216666666666,0.7131783333333334,0.4361102083333333,0.447989358974359
2018-06-02 02:00:00,1.6981633333333332,1.0792783333333333,0.6167133333333333,0.0,0.0004716666666666666,0.0,0.0,0.0,House8,2,5,6,1,summer,20.708541666666665,0.818355,0.8277383333333332,0.4723779166666667,0.4942920987654321
2018-06-02 03:00:00,1.7365,1.14927,0.584955,0.0,0.0003033333333333333,0.0,0.0,0.0,House8,3,5,6,1,summer,20.708541666666665,1.6981633333333332,0.5686800000000001,0.5210370833333333,0.5386566666666667
2018-06-02 04:00:00,1.4171766666666665,1.1452099999999998,0.2684283333333333,0.0,0.0010183333333333333,0.0,0.0,0.0,House8,4,5,6,1,summer,20.708541666666665,1.7365,0.2945733333333333,0.5678122222222222,0.5689504597701149
2018-06-02 05:00:00,1.3951633333333333,1.1579316666666666,0.23393333333333333,0.0,0.0011066666666666666,0.0,0.0,0.0,House8,5,5,6,1,summer,20.708541666666665,1.4171766666666665,0.21147166666666667,0.6171327083333332,0.5964908888888889
2018-06-02 06:00:00,1.324495,1.107945,0.21323666666666666,0.0,0.001095,0.0,0.0,0.0,House8,6,5,6,1,summer,20.708541666666665,1.3951633333333333,0.16318,0.6655208333333333,0.6199748924731182
2018-06-02 07:00:00,1.0965533333333333,0.9023066666666666,0.19173666666666664,0.0,0.0009016666666666667,0.0,0.0,0.0,House8,7,5,6,1,summer,20.708541666666665,1.324495,0.20164166666666666,0.7028088194444444,0.63486796875
2018-06-02 08:00:00,1.311755,1.11908,0.18951666666666667,0.0,0.001145,0.0,0.0,0.0,House8,8,5,6,1,summer,20.708541666666665,1.0965533333333333,0.198505,0.7491942361111111,0.655379696969697
2018-06-02 09:00:00,0.687115,0.374585,0.3111433333333334,0.0,0.000665,0.0,0.0,0.0,House8,9,5,6,1,summer,20.708541666666665,1.311755,0.321445,0.764430486111111,0.6563130882352941
2018-06-02 10:00:00,0.429525,0.07200999999999999,0.3570466666666666,0.0,0.0005966666666666667,0.0,0.0,0.0,House8,10,5,6,1,summer,20.708541666666665,0.687115,0.27602999999999994,0.7708261111111111,0.6498334285714286
2018-06-02 11:00:00,0.37631333333333333,0.05014,0.32536166666666666,0.0,0.0006066666666666667,0.0,0.0,0.0,House8,11,5,6,1,summer,20.708541666666665,0.429525,0.2906883333333333,0.7743938194444445,0.6422356481481482
2018-06-02 12:00:00,0.28503666666666666,0.000295,0.28352333333333335,0.0,0.00046,0.0,0.0,0.0,House8,12,5,6,1,summer,20.708541666666665,0.37631333333333333,0.4286716666666667,0.7684090277777776,0.6325816216216216
2018-06-02 13:00:00,0.26299833333333333,0.0002683333333333333,0.26157833333333336,0.0,0.00042333333333333334,0.0,0.0,0.0,House8,13,5,6,1,summer,20.708541666666665,0.28503666666666666,0.5793766666666667,0.7552265972222222,0.622855745614035
2018-06-02 14:00:00,0.5292933333333333,0.00017,0.52779,0.0,0.0011083333333333333,0.0,0.0,0.0,House8,14,5,6,1,summer,20.708541666666665,0.26299833333333333,0.5639966666666666,0.753780625,0.6204567094017094
2018-06-02 15:00:00,0.6014333333333333,0.00012000000000000002,0.5998266666666667,0.0,0.0011633333333333333,0.0,0.0,0.0,House8,15,5,6,1,summer,20.708541666666665,0.5292933333333333,0.44507166666666664,0.7602956944444444,0.619981125
2018-06-02 16:00:00,0.7286316666666667,0.00010333333333333334,0.7270066666666667,0.0,0.0014500000000000001,0.0,0.0,0.0,House8,16,5,6,1,summer,20.708541666666665,0.6014333333333333,0.5930183333333333,0.7659462499999999,0.622631138211382
2018-06-02 17:00:00,0.7411783333333334,0.00011500000000000002,0.7395316666666666,0.0,0.0013650000000000001,0.0,0.0,0.0,House8,17,5,6,1,summer,20.708541666666665,0.7286316666666667,0.725495,0.7665997222222222,0.6254536904761905
2018-06-02 18:00:00,0.8955166666666667,8.666666666666668e-05,0.8936816666666666,0.0,0.0017933333333333334,0.0,0.0,0.0,House8,18,5,6,1,summer,20.708541666666665,0.7411783333333334,0.6315666666666666,0.777597638888889,0.6317342248062016
2018-06-02 19:00:00,0.8157716666666667,9e-05,0.8140133333333334,0.0,0.0015883333333333335,0.0,0.0,0.0,House8,19,5,6,1,summer,20.708541666666665,0.8955166666666667,0.573585,0.78768875,0.635916893939394
2018-06-02 20:00:00,0.7124116666666667,0.00010833333333333334,0.7106733333333334,0.0,0.0013566666666666666,0.0,0.0,0.0,House8,20,5,6,1,summer,20.708541666666665,0.8157716666666667,0.29379333333333335,0.8051311805555555,0.6376167777777777
2018-06-02 21:00:00,0.7407933333333333,0.00014833333333333332,0.7391216666666666,0.0,0.0013599999999999999,0.0,0.0,0.0,House8,21,5,6,1,summer,20.708541666666665,0.7124116666666667,0.22996666666666668,0.8264156250000001,0.6398597463768116
2018-06-02 22:00:00,0.8529416666666666,0.00011666666666666667,0.8511333333333333,0.0,0.0015366666666666666,0.0,0.0,0.0,House8,22,5,6,1,summer,20.708541666666665,0.7407933333333333,0.22733166666666668,0.8524827083333334,0.6443934042553192
2018-06-02 23:00:00,0.5892983333333334,0.00010833333333333334,0.5879383333333333,0.0,0.001,0.0,0.0,0.0,House8,23,5,6,1,summer,20.708541666666665,0.8529416666666666,0.34034166666666665,0.8628559027777777,0.6432455902777777
2018-06-03 00:00:00,0.43302333333333337,0.00025666666666666665,0.431475,0.0,0.0006033333333333334,0.0,0.0,0.0,House8,0,6,6,1,summer,10.492208333333334,0.5892983333333334,0.6621216666666666,0.853310138888889,0.6389553401360545
2018-06-03 01:00:00,0.3539566666666667,0.00028,0.35239333333333334,0.0,0.00048499999999999997,0.0,0.0,0.0,House8,1,6,6,1,summer,10.492208333333334,0.43302333333333337,0.818355,0.8339602083333334,0.6332553666666666
2018-06-03 02:00:00,0.7655816666666666,0.0001366666666666667,0.7637983333333334,0.0,0.0014550000000000001,0.0,0.0,0.0,House8,2,6,6,1,summer,10.492208333333334,0.3539566666666667,1.6981633333333332,0.7951026388888889,0.63585
