datetime,usage_kw,ac_kw,refrigerator_kw,kitchen_kw,ups_kw,wp_kw,wd_kw,br_kw,house_id,hour,day_of_week,month,is_weekend,season,daily_kwh,usage_lag_1h,usage_lag_24h,usage_roll_24h,usage_roll_7d
2018-06-02 00:00:00,5.538303333333333,1.4217516666666665,0.0,0.5066766666666667,0.0,0.0,0.0,0.0,House15,0,5,6,1,summer,67.58290166666667,7.386651666666666,4.936311666666667,1.5361465972222221,1.6721532
2018-06-02 01:00:00,5.146993333333333,1.22935,0.0,0.5020016666666667,0.0,0.0,0.0,0.0,House15,1,5,6,1,summer,67.58290166666667,5.538303333333333,0.0216,1.7497046527777778,1.8058008974358974
2018-06-02 02:00:00,4.379009999999999,0.88838,0.0,0.5505549999999999,0.0,0.0,0.0,0.0,House15,2,5,6,1,summer,67.58290166666667,5.146993333333333,0.021603333333333332,1.931263263888889,1.901104938271605
2018-06-02 03:00:00,3.041523333333333,0.6927766666666667,0.0,0.479095,0.0,0.0,0.0,0.0,House15,3,5,6,1,summer,67.58290166666667,4.379009999999999,0.02160166666666667,2.057093333333333,1.9418341666666665
2018-06-02 04:00:00,3.603065,0.7629333333333334,0.0,0.47328333333333333,0.0,0.0,0.0,0.0,House15,4,5,6,1,summer,67.58290166666667,3.041523333333333,0.9376316666666666,2.1681530555555555,1.999117988505747
2018-06-02 05:00:00,3.1772183333333337,0.7373216666666667,0.0,0.47325666666666666,0.0,0.0,0.0,0.0,House15,5,5,6,1,summer,67.58290166666667,3.603065,2.7343233333333337,2.186607013888889,2.038388
2018-06-02 06:00:00,3.2625200000000003,0.7665883333333333,0.0,0.4676766666666667,0.0,0.0,0.0,0.0,House15,6,5,6,1,summer,67.58290166666667,3.1772183333333337,3.577856666666667,2.173467986111111,2.077876129032258
2018-06-02 07:00:00,3.1282,0.7278966666666666,0.0,0.33336499999999997,0.0,0.0,0.0,0.0,House15,7,5,6,1,summer,67.58290166666667,3.2625200000000003,0.0052,2.303592986111111,2.11069875
2018-06-02 08:00:00,3.16498,0.7909216666666666,0.0,0.306585,0.0,0.0,0.0,0.0,House15,8,5,6,1,summer,67.58290166666667,3.1282,0.0052,2.435250486111111,2.142646666666667
2018-06-02 09:00:00,3.8003500000000003,0.8289166666666666,0.0,0.31537333333333334,0.0,0.0,0.0,0.0,House15,9,5,6,1,summer,67.58290166666667,3.16498,1.1457383333333333,2.5458593055555556,2.1914026470588235
2018-06-02 10:00:00,3.243841666666667,0.6940516666666667,0.0,0.48716166666666666,0.0,0.0,0.0,0.0,House15,10,5,6,1,summer,67.58290166666667,3.8003500000000003,1.742075,2.6084329166666667,2.2214723333333333
2018-06-02 11:00:00,2.262855,0.0032766666666666664,0.0,0.4570266666666667,0.0,0.0,0.0,0.0,House15,11,5,6,1,summer,67.58290166666667,3.243841666666667,0.6455783333333334,2.6758194444444445,2.222621851851852
2018-06-02 12:00:00,1.78137,0.004148333333333334,0.0,0.4573,0.0,0.0,0.0,0.0,House15,12,5,6,1,summer,67.58290166666667,2.262855,0.0072,2.7497431944444446,2.210696126126126
2018-06-02 13:00:00,1.7198616666666666,0.003841666666666667,0.0,0.5036266666666667,0.0,0.0,0.0,0.0,House15,13,5,6,1,summer,67.58290166666667,1.78137,0.0072,2.821104097222222,2.1977794298245614
2018-06-02 14:00:00,1.5377566666666667,0.0035733333333333333,0.0,0.45885833333333337,0.0,0.0,0.0,0.0,House15,14,5,6,1,summer,67.58290166666667,1.7198616666666666,1.5202166666666665,2.8218349305555557,2.1808557692307695
2018-06-02 15:00:00,1.499585,0.0038016666666666667,0.0,0.47417166666666666,0.0,0.0,0.0,0.0,House15,15,5,6,1,summer,67.58290166666667,1.5377566666666667,0.0163,2.883638472222222,2.163824
2018-06-02 16:00:00,1.6420616666666668,0.003986666666666667,0.0,0.5030616666666666,0.0,0.0,0.0,0.0,House15,16,5,6,1,summer,67.58290166666667,1.499585,0.38847666666666664,2.935871180555555,2.151098089430894
2018-06-02 17:00:00,1.68985,0.0037216666666666665,0.0,0.4868483333333333,0.0,0.0,0.0,0.0,House15,17,5,6,1,summer,67.58290166666667,1.6420616666666668,4.9305683333333326,2.80084125,2.140115992063492
2018-06-02 18:00:00,1.67025,0.004178333333333333,0.0,0.4971333333333333,0.0,0.0,0.0,0.0,House15,18,5,6,1,summer,67.58290166666667,1.68985,0.0154,2.8697933333333334,2.129188875968992
2018-06-02 19:00:00,1.6666433333333333,0.004393333333333333,0.0,0.4925583333333333,0.0,0.0,0.0,0.0,House15,19,5,6,1,summer,67.58290166666667,1.67025,0.25227166666666667,2.928725486111111,2.1186764772727273
