datetime,usage_kw,ac_kw,refrigerator_kw,kitchen_kw,ups_kw,wp_kw,wd_kw,br_kw,house_id,hour,day_of_week,month,is_weekend,season,daily_kwh,usage_lag_1h,usage_lag_24h,usage_roll_24h,usage_roll_7d
2018-06-02 00:00:00,1.9422683333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,House27,0,5,6,1,summer,24.943236666666667,1.4539516666666665,4.36954,1.8168021527777778,1.9189116666666666
2018-06-02 01:00:00,0.6821166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,House27,1,5,6,1,summer,24.943236666666667,1.9422683333333335,4.398298333333333,1.66196125,1.8713426282051282
2018-06-02 02:00:00,1.5764683333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,House27,2,5,6,1,summer,24.943236666666667,0.6821166666666667,2.68835,1.6156328472222221,1.860421358024691
2018-06-02 03:00:00,1.6872383333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,House27,3,5,6,1,summer,24.943236666666667,1.5764683333333334,2.9780216666666663,1.5618502083333332,1.85423625
2018-06-02 04:00:00,0.7499383333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,House27,4,5,6,1,summer,24.943236666666667,1.6872383333333334,2.1292333333333335,1.5043795833333335,1.816157011494253
2018-06-02 05:00:00,0.48400499999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,House27,5,5,6,1,summer,24.943236666666667,0.7499383333333333,2.402025,1.4244620833333332,1.7717519444444443
2018-06-02 06:00:00,0.44415333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,House27,6,5,6,1,summer,24.943236666666667,0.48400499999999996,3.0158983333333333,1.3173060416666666,1.7289261827956988
2018-06-02 07:00:00,1.5183333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,House27,7,5,6,1,summer,24.943236666666667,0.44415333333333334,3.3646483333333332,1.24037625,1.72234515625
2018-06-02 08:00:00,1.580585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,House27,8,5,6,1,summer,24.943236666666667,1.5183333333333333,3.0939633333333334,1.1773188194444444,1.718049393939394
2018-06-02 09:00:00,1.6135116666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,House27,9,5,6,1,summer,24.943236666666667,1.580585,1.6976133333333334,1.1738145833333333,1.714974754901961
2018-06-02 10:00:00,0.37517833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,House27,10,5,6,1,summer,24.943236666666667,1.6135116666666667,0.2755183333333333,1.1779670833333333,1.676694857142857
2018-06-02 11:00:00,1.4040633333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,House27,11,5,6,1,summer,24.943236666666667,0.37517833333333334,1.0038283333333333,1.1946435416666665,1.6691217592592593
2018-06-02 12:00:00,1.7230216666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,House27,12,5,6,1,summer,24.943236666666667,1.4040633333333332,2.2114183333333335,1.1742936805555555,1.6705785135135136
2018-06-02 13:00:00,0.6607066666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,House27,13,5,6,1,summer,24.943236666666667,1.7230216666666667,0.6190766666666666,1.1760282638888888,1.6440029385964912
2018-06-02 14:00:00,0.43445999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,House27,14,5,6,1,summer,24.943236666666667,0.6607066666666667,2.0117166666666666,1.110309236111111,1.612989017094017
2018-06-02 15:00:00,1.3263749999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,House27,15,5,6,1,summer,24.943236666666667,0.43445999999999996,2.3722733333333332,1.066730138888889,1.6058236666666665
2018-06-02 16:00:00,0.2601366666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,House27,16,5,6,1,summer,24.943236666666667,1.3263749999999999,1.098265,1.031808125,1.573002032520325
2018-06-02 17:00:00,0.43325833333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,House27,17,5,6,1,summer,24.943236666666667,0.2601366666666667,1.05623,1.0058509722222222,1.5458652777777775
2018-06-02 18:00:00,0.6396850000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,House27,18,5,6,1,summer,24.943236666666667,0.43325833333333336,0.5595933333333334,1.0091881249999999,1.5247913178294572
2018-06-02 19:00:00,2.159361666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,House27,19,5,6,1,summer,24.943236666666667,0.6396850000000001,0.5998249999999999,1.0741688194444443,1.539213371212121
